Lead_id,Customer_id,Campaign_id,Branch_id,Lead_date,Lead_source,Lead_status,Assigned_Salesperson_id,Expected_budget,Interested_car_Segment,Conversion_date
2441,658,NULL,7,2024-07-10,Walk-in,Lost,53,5133328.50,Luxury,NULL
2442,1129,13,6,2023-09-16,Referral,Lost,48,3330877.78,Luxury,NULL
2443,610,15,5,2023-08-18,Walk-in,Lost,NULL,501745.21,Hatchback,NULL
2444,904,11,5,2024-11-10,Email,Qualified,42,3222092.07,Hatchback,NULL
2445,552,NULL,1,2022-01-18,Facebook,Open,7,1275031.72,Hatchback,NULL
2446,1145,NULL,4,2022-11-24,Website,Converted,31,5845328.67,SUV,2023-01-20
2447,720,13,1,2022-09-10,Walk-in,Lost,4,3925186.28,Hatchback,NULL
2448,763,NULL,4,2024-02-07,Facebook,Lost,28,5390782.01,Sedan,NULL
2449,604,5,4,2022-10-03,Website,Qualified,33,3263025.29,Sedan,NULL
2450,1012,1,2,2024-11-15,Referral,Lost,NULL,5274107.70,SUV,NULL
2451,1025,NULL,6,2024-11-25,Facebook,Converted,45,2691864.80,Sedan,2024-12-14
2452,1058,6,4,2022-03-07,Website,Qualified,NULL,4978654.31,SUV,NULL
2453,51,15,1,2022-01-16,Walk-in,Qualified,7,2843797.65,Hatchback,NULL
2454,384,3,7,2024-10-30,TV,Lost,54,1166723.19,SUV,NULL
2455,1110,2,5,2022-09-18,Website,Lost,42,5484833.28,SUV,NULL
2456,48,NULL,8,2024-09-09,Website,Converted,NULL,3376754.80,SUV,2024-10-05
2457,554,NULL,5,2024-04-21,Google,Converted,42,5596221.03,Sedan,2024-05-13
2458,873,1,7,2024-04-15,Website,Lost,51,2528953.82,Sedan,NULL
2459,1086,1,1,2022-06-13,Google,Lost,7,5699974.81,Sedan,NULL
2460,878,12,2,2023-10-19,Facebook,Lost,NULL,3949436.37,Sedan,NULL
2461,748,6,8,2024-07-28,Facebook,Converted,58,4731421.61,SUV,2024-09-17
2462,40,4,2,2023-05-05,Facebook,Lost,19,5872047.39,Luxury,NULL
2463,641,8,3,2024-02-05,Google,Contacted,NULL,667636.26,SUV,NULL
2464,174,10,1,2024-03-31,Website,Converted,7,2859856.39,SUV,2024-04-21
2465,527,NULL,8,2023-08-11,Google,Contacted,58,646033.50,Sedan,NULL
2466,439,13,3,2024-09-15,Google,Qualified,25,5454428.19,Hatchback,NULL
2467,208,12,8,2024-08-06,Walk-in,Open,58,4650968.41,Sedan,NULL
2468,507,NULL,1,2022-09-19,Facebook,Lost,NULL,5780000.72,SUV,NULL
2469,964,13,6,2022-12-26,Facebook,Lost,NULL,3622866.15,SUV,NULL
2470,63,5,6,2022-07-17,Walk-in,Converted,47,3727241.29,Luxury,2022-09-05
2471,849,NULL,8,2022-07-10,Website,Contacted,NULL,615514.41,SUV,NULL
2472,250,12,8,2023-02-17,Google,Qualified,57,1835600.17,SUV,NULL
2473,294,12,2,2022-01-06,Website,Lost,17,3398673.07,Sedan,NULL
2474,1113,11,8,2023-07-11,Walk-in,Converted,58,4218642.67,SUV,2023-07-15
2475,1037,5,8,2024-04-14,Walk-in,Lost,57,1326303.78,SUV,NULL
2476,404,7,2,2024-08-16,Facebook,Open,12,5202624.64,SUV,NULL
2477,124,9,7,2023-06-14,Walk-in,Contacted,50,1912748.09,Hatchback,NULL
2478,1155,9,7,2024-11-21,Website,Lost,54,3517549.33,Sedan,NULL
2479,1120,11,7,2023-12-21,TV,Open,NULL,876316.07,SUV,NULL
2480,961,6,3,2022-06-26,Website,Converted,23,2674269.70,Hatchback,2022-07-07
2481,216,NULL,2,2024-03-03,Website,Converted,16,4202916.49,SUV,2024-03-27
2482,1061,2,4,2022-01-10,Facebook,Converted,33,4586084.65,SUV,2022-03-06
2483,207,NULL,6,2024-11-11,Facebook,Converted,NULL,4552480.48,Sedan,2024-11-17
2484,839,5,2,2024-03-20,Email,Contacted,17,3824605.21,Luxury,NULL
2485,1022,9,8,2024-11-14,Referral,Lost,57,5027510.72,Hatchback,NULL
2486,434,8,6,2022-09-17,Website,Lost,45,5983460.63,Hatchback,NULL
2487,1048,15,8,2023-01-26,Website,Qualified,57,1484620.14,Luxury,NULL
2488,19,3,5,2024-10-15,Walk-in,Qualified,42,650560.85,SUV,NULL
2489,933,3,2,2024-11-18,Facebook,Qualified,16,4955202.97,SUV,NULL
2490,997,NULL,5,2024-11-17,Website,Lost,42,1059547.86,Sedan,NULL
2491,251,NULL,3,2023-01-23,Referral,Contacted,22,5449126.32,SUV,NULL
2492,1049,NULL,4,2024-06-25,TV,Converted,35,5994501.13,Luxury,2024-08-20
2493,189,4,4,2023-03-17,Website,Open,33,3798640.35,SUV,NULL
2494,523,8,7,2024-04-25,Email,Lost,50,3246872.87,Hatchback,NULL
2495,893,8,4,2022-07-01,Website,Converted,33,1194421.96,Hatchback,2022-08-04
2496,1090,10,5,2023-04-05,Website,Contacted,42,4764696.02,Sedan,NULL
2497,730,12,3,2024-06-27,Website,Lost,25,4043971.09,Sedan,NULL
2498,193,9,8,2022-07-18,Walk-in,Lost,58,5382080.20,SUV,NULL
2499,888,11,3,2022-09-18,Website,Converted,24,3029115.63,Hatchback,2022-10-12
2500,705,3,6,2022-10-30,Website,Lost,45,4027510.01,SUV,NULL
2501,132,NULL,5,2022-05-02,Walk-in,Contacted,36,4121850.95,SUV,NULL
2502,513,12,1,2024-08-11,Website,Contacted,7,4154380.91,Sedan,NULL
2503,849,NULL,1,2024-02-27,Website,Converted,4,5952963.01,SUV,2024-03-19
2504,764,11,6,2024-08-21,Walk-in,Converted,45,3041711.94,SUV,2024-09-06
2505,1176,NULL,8,2023-06-21,TV,Qualified,NULL,1588899.46,SUV,NULL
2506,547,10,3,2024-04-06,Website,Open,25,493783.73,SUV,NULL
2507,1195,1,3,2022-06-19,Walk-in,Lost,23,2509281.10,SUV,NULL
2508,274,2,1,2023-02-06,Website,Lost,4,2388711.08,SUV,NULL
2509,735,15,1,2022-09-23,Google,Converted,4,5842729.26,SUV,2022-10-11
2510,504,3,6,2023-10-15,Referral,Converted,45,4957359.16,SUV,2023-11-11
2511,411,NULL,3,2023-04-17,Google,Qualified,24,5721763.09,Hatchback,NULL
2512,113,5,7,2024-11-22,Website,Converted,55,930832.65,Sedan,2024-12-24
2513,859,12,4,2023-02-17,Website,Open,28,2191384.75,SUV,NULL
2514,1067,NULL,1,2024-04-07,Google,Qualified,NULL,2362699.72,SUV,NULL
2515,67,3,8,2023-07-20,Walk-in,Contacted,NULL,5588843.72,Sedan,NULL
2516,958,NULL,7,2023-06-29,Walk-in,Lost,50,3153837.29,SUV,NULL
2517,1198,14,3,2023-09-06,Facebook,Lost,22,4158170.22,SUV,NULL
2518,710,13,1,2024-10-19,Facebook,Lost,4,3076102.55,Sedan,NULL
2519,768,NULL,4,2024-02-27,Email,Contacted,28,4826752.69,Hatchback,NULL
2520,947,NULL,3,2024-10-26,Google,Open,24,1269226.89,SUV,NULL
2521,1051,12,6,2024-11-16,Facebook,Qualified,43,1112380.03,Sedan,NULL
2522,574,5,3,2024-11-21,Website,Converted,25,835822.81,Sedan,2024-12-31
2523,351,1,3,2023-06-07,Referral,Lost,NULL,1325695.82,Sedan,NULL
2524,359,5,7,2023-04-14,Referral,Contacted,50,4662802.52,SUV,NULL
2525,139,NULL,2,2024-10-10,Google,Lost,17,1647049.40,SUV,NULL
2526,175,NULL,1,2022-08-05,Referral,Lost,6,1255282.85,SUV,NULL
2527,1036,7,8,2022-08-14,Walk-in,Lost,57,3187845.18,Sedan,NULL
2528,462,NULL,3,2022-08-01,TV,Converted,NULL,2661239.01,Hatchback,2022-08-31
2529,926,NULL,6,2023-08-13,Facebook,Converted,45,4267447.49,Sedan,2023-08-23
2530,257,4,1,2023-11-23,Facebook,Lost,7,1323128.04,Hatchback,NULL
2531,451,8,8,2023-04-19,Facebook,Contacted,59,5874371.84,Hatchback,NULL
2532,533,2,8,2023-12-04,Google,Converted,58,3508616.27,SUV,2023-12-10
2533,782,11,7,2024-02-14,TV,Lost,55,4478493.69,SUV,NULL
2534,53,7,7,2023-03-06,Facebook,Lost,51,1907396.36,SUV,NULL
2535,93,2,8,2023-12-14,Facebook,Open,58,5708487.59,Sedan,NULL
2536,857,6,7,2023-01-06,Google,Lost,50,2209539.64,SUV,NULL
2537,1131,10,5,2024-04-07,Website,Lost,42,4096931.93,SUV,NULL
2538,932,NULL,3,2023-02-22,Facebook,Converted,25,1002430.54,Luxury,2023-03-13
2539,377,11,7,2022-09-16,TV,Lost,50,5281750.61,SUV,NULL
2540,557,5,6,2023-04-17,Facebook,Open,45,4895591.99,SUV,NULL
2541,230,15,2,2022-08-07,Facebook,Contacted,17,5858580.27,Hatchback,NULL
2542,1151,10,7,2023-05-25,Website,Converted,NULL,529946.21,SUV,2023-07-14
2543,1076,5,8,2022-09-28,Referral,Contacted,NULL,3380764.56,Hatchback,NULL
2544,43,15,2,2024-07-02,Email,Contacted,17,5457830.50,Hatchback,NULL
2545,1199,14,1,2024-11-14,Website,Lost,NULL,1307797.67,SUV,NULL
2546,956,6,6,2022-04-13,Google,Converted,NULL,910467.87,SUV,2022-06-04
2547,783,15,8,2024-05-25,Facebook,Qualified,57,5474181.30,Hatchback,NULL
2548,985,8,5,2023-08-19,Website,Open,39,3525178.68,Sedan,NULL
2549,714,15,7,2022-10-06,Website,Converted,50,4274426.58,SUV,2022-10-09
2550,213,NULL,7,2023-06-11,Website,Qualified,50,3190241.77,Luxury,NULL
2551,967,NULL,8,2022-10-13,Walk-in,Converted,57,5401609.36,SUV,2022-11-12
2552,1182,NULL,3,2024-06-01,Walk-in,Contacted,23,3859420.73,Hatchback,NULL
2553,927,8,3,2023-03-19,Walk-in,Lost,22,3990174.31,Luxury,NULL
2554,579,7,6,2024-01-12,Walk-in,Lost,45,1150648.51,Sedan,NULL
2555,1039,9,3,2023-11-15,Facebook,Lost,25,4417055.88,SUV,NULL
2556,988,NULL,3,2024-08-25,Website,Converted,25,2162801.61,SUV,2024-09-09
2557,984,NULL,6,2022-08-28,Email,Lost,49,5986279.85,SUV,NULL
2558,521,11,5,2024-10-02,Facebook,Qualified,38,3007303.05,Sedan,NULL
2559,1111,6,3,2023-01-07,Walk-in,Converted,NULL,3631577.30,Luxury,2023-01-24
2560,1011,11,4,2024-04-11,Google,Contacted,32,3768312.44,SUV,NULL
2561,447,7,3,2023-08-20,Walk-in,Lost,25,1887794.26,SUV,NULL
2562,348,NULL,6,2023-08-11,Email,Open,46,5002844.19,SUV,NULL
2563,394,NULL,2,2023-01-15,Facebook,Qualified,NULL,5700079.41,Hatchback,NULL
2564,1174,NULL,3,2022-07-02,Facebook,Converted,24,4003798.00,Luxury,2022-07-30
2565,989,10,3,2022-07-18,Walk-in,Contacted,24,1449119.75,SUV,NULL
2566,64,1,3,2023-01-14,Facebook,Lost,25,5780018.21,SUV,NULL
2567,624,12,8,2023-12-06,Walk-in,Lost,58,5316050.82,Sedan,NULL
2568,147,NULL,3,2023-06-01,Facebook,Contacted,24,4898507.91,SUV,NULL
2569,876,NULL,6,2022-03-31,Website,Converted,45,2670409.51,SUV,2022-04-09
2570,931,NULL,7,2024-02-15,Facebook,Lost,51,4728985.54,SUV,NULL
2571,1115,11,8,2023-01-27,Facebook,Contacted,57,2080597.88,Hatchback,NULL
2572,554,NULL,1,2023-06-20,Facebook,Lost,8,1882208.16,SUV,NULL
2573,906,NULL,4,2022-01-05,Google,Lost,NULL,1086841.82,SUV,NULL
2574,856,13,2,2022-04-26,Email,Contacted,19,1853417.89,Luxury,NULL
2575,1187,NULL,5,2024-08-17,Email,Open,NULL,3778545.40,SUV,NULL
2576,321,NULL,6,2023-11-18,Website,Open,48,4066291.39,Sedan,NULL
2577,16,11,3,2022-10-25,Email,Qualified,22,3878748.08,SUV,NULL
2578,384,3,1,2023-02-10,Google,Lost,8,4648568.58,SUV,NULL
2579,874,NULL,8,2023-12-15,Facebook,Contacted,NULL,2159915.68,SUV,NULL
2580,1053,13,8,2024-11-13,Facebook,Lost,NULL,3536893.71,SUV,NULL
2581,282,9,7,2024-02-25,Facebook,Converted,NULL,1028087.08,Luxury,2024-03-19
2582,51,15,2,2023-09-29,Facebook,Converted,17,3467345.31,Hatchback,2023-11-11
2583,979,7,4,2023-05-03,Referral,Converted,33,1323112.53,SUV,2023-05-10
2584,1081,5,4,2022-02-14,Referral,Lost,33,4385423.61,SUV,NULL
2585,1081,6,1,2023-02-22,Google,Qualified,4,4047570.77,SUV,NULL
2586,1017,9,5,2022-09-29,Website,Lost,NULL,2117942.09,Hatchback,NULL
2587,825,7,4,2022-10-10,Walk-in,Lost,NULL,426623.26,Luxury,NULL
2588,308,8,8,2023-06-25,Website,Open,57,4282640.55,Luxury,NULL
2589,724,3,3,2023-06-03,Referral,Lost,25,2573364.58,SUV,NULL
2590,637,1,6,2024-10-31,Website,Lost,45,4751457.44,Sedan,NULL
2591,246,11,4,2024-09-20,Email,Contacted,NULL,3045079.51,Luxury,NULL
2592,1159,NULL,5,2022-05-08,TV,Lost,42,3421469.28,Sedan,NULL
2593,816,NULL,4,2023-10-21,Website,Open,33,5606854.23,Sedan,NULL
2594,649,13,8,2022-08-25,Website,Lost,59,2274680.53,SUV,NULL
2595,247,NULL,4,2022-12-06,Google,Lost,33,2184318.16,Sedan,NULL
2596,843,6,8,2023-03-11,Website,Open,NULL,2525776.73,Sedan,NULL
2597,715,NULL,7,2023-10-30,Website,Open,50,411523.39,SUV,NULL
2598,417,NULL,2,2023-07-28,Walk-in,Lost,NULL,1025366.83,SUV,NULL
2599,965,2,2,2022-04-29,Walk-in,Contacted,17,5031663.83,SUV,NULL
2600,1102,14,2,2022-12-11,Facebook,Converted,19,2281157.91,SUV,2023-01-06
2601,355,11,3,2024-09-29,Facebook,Contacted,NULL,623965.71,Luxury,NULL
2602,1163,1,5,2023-11-27,TV,Lost,41,5826696.45,SUV,NULL
2603,772,3,2,2024-06-07,Website,Contacted,19,1193984.44,SUV,NULL
2604,146,4,3,2023-10-27,Walk-in,Qualified,NULL,4797033.35,Luxury,NULL
2605,210,3,7,2022-09-28,Email,Converted,53,5235659.06,Sedan,2022-11-01
2606,180,3,1,2022-06-05,Website,Lost,4,2877466.21,Luxury,NULL
2607,722,15,4,2024-02-12,Walk-in,Lost,33,776259.08,Hatchback,NULL
2608,520,14,4,2024-09-29,Referral,Qualified,28,5136328.22,SUV,NULL
2609,249,NULL,3,2022-01-30,Website,Qualified,24,4830931.35,SUV,NULL
2610,746,5,3,2024-08-02,Website,Contacted,NULL,4075816.66,Sedan,NULL
2611,421,14,2,2023-09-05,TV,Contacted,19,3867511.61,Hatchback,NULL
2612,934,11,3,2022-09-02,Walk-in,Qualified,25,1700664.87,Luxury,NULL
2613,67,6,3,2024-01-03,Facebook,Qualified,25,5729451.34,Sedan,NULL
2614,643,7,6,2022-05-04,Walk-in,Qualified,44,1941033.38,Sedan,NULL
2615,985,NULL,5,2022-01-15,Website,Contacted,42,776561.23,SUV,NULL
2616,402,1,8,2022-03-19,Website,Open,57,2797746.32,Hatchback,NULL
2617,746,NULL,5,2024-11-30,Facebook,Lost,NULL,4136888.69,Sedan,NULL
2618,496,1,6,2023-03-23,Website,Converted,45,4642130.70,SUV,2023-04-07
2619,852,5,1,2022-09-23,Email,Converted,2,5102787.02,Luxury,2022-11-02
2620,609,13,6,2022-09-27,Facebook,Contacted,NULL,2243489.67,SUV,NULL
2621,1029,1,2,2022-03-08,Website,Lost,18,1523591.02,SUV,NULL
2622,666,NULL,8,2023-12-30,Facebook,Converted,58,2127465.67,Hatchback,2024-01-15
2623,322,NULL,3,2023-10-21,Referral,Contacted,24,2620339.68,SUV,NULL
2624,255,11,4,2022-09-15,Walk-in,Qualified,35,2056170.71,SUV,NULL
2625,427,NULL,8,2024-07-21,Facebook,Qualified,58,3769545.60,SUV,NULL
2626,634,13,3,2022-03-12,Walk-in,Converted,25,817876.88,Sedan,2022-03-30
2627,118,NULL,2,2023-04-14,TV,Lost,19,5429461.27,SUV,NULL
2628,124,NULL,4,2023-09-13,Website,Contacted,33,1093768.82,SUV,NULL
2629,6,7,8,2023-05-12,Referral,Converted,57,3643720.25,Sedan,2023-05-22
2630,904,12,1,2022-02-05,Walk-in,Qualified,4,4403412.12,Sedan,NULL
2631,311,NULL,8,2023-09-25,Walk-in,Lost,57,5673947.61,Sedan,NULL
2632,452,12,1,2022-06-09,Facebook,Lost,NULL,1290938.66,Hatchback,NULL
2633,103,3,6,2023-05-24,Facebook,Contacted,48,1999927.37,SUV,NULL
2634,897,NULL,6,2023-11-04,Referral,Lost,45,1856128.03,Sedan,NULL
2635,343,NULL,1,2023-10-06,Google,Qualified,NULL,3322749.32,Sedan,NULL
2636,1111,9,4,2023-01-06,Facebook,Converted,33,5573762.17,SUV,2023-03-06
2637,98,NULL,5,2023-10-30,Walk-in,Converted,41,3783899.49,SUV,2023-12-06
2638,1099,5,3,2024-09-15,Website,Contacted,25,1107123.82,Sedan,NULL
2639,665,NULL,5,2024-11-14,Walk-in,Converted,NULL,4884702.02,SUV,2024-12-21
2640,718,11,7,2024-11-09,Website,Lost,55,3857288.89,Sedan,NULL
2641,954,15,8,2022-09-26,Website,Converted,56,1702776.50,Sedan,2022-11-08
2642,782,10,1,2022-04-27,Website,Lost,4,3053353.61,SUV,NULL
2643,899,3,6,2024-09-30,Facebook,Contacted,NULL,3198550.10,Hatchback,NULL
2644,572,14,2,2022-10-09,Google,Qualified,NULL,2429619.02,SUV,NULL
2645,910,13,3,2022-03-21,Email,Lost,NULL,4390372.56,SUV,NULL
2646,847,11,6,2022-11-16,Facebook,Lost,48,5112579.51,Hatchback,NULL
2647,1073,9,6,2022-12-03,Walk-in,Qualified,45,1201571.04,Sedan,NULL
2648,192,5,4,2023-06-22,Referral,Converted,28,5045272.65,SUV,2023-07-27
2649,421,2,2,2022-11-05,Google,Open,17,579703.83,Hatchback,NULL
2650,1049,1,6,2022-10-19,Walk-in,Contacted,47,1925017.02,Sedan,NULL
2651,65,12,1,2023-01-01,Google,Qualified,4,2960442.88,SUV,NULL
2652,989,11,3,2024-08-28,Facebook,Contacted,21,1410565.99,SUV,NULL
2653,914,10,3,2024-11-10,TV,Open,NULL,3360579.92,SUV,NULL
2654,408,8,8,2022-11-06,Google,Converted,58,4818196.35,Luxury,2022-12-09
2655,151,NULL,8,2024-10-13,Google,Contacted,58,1063290.72,SUV,NULL
2656,1022,10,8,2023-06-15,Facebook,Contacted,58,2674958.68,Hatchback,NULL
2657,164,NULL,1,2023-01-02,Referral,Qualified,NULL,5668093.52,Sedan,NULL
2658,31,1,2,2024-01-05,Facebook,Lost,13,5484461.08,SUV,NULL
2659,412,4,8,2023-10-05,Google,Converted,58,5047746.79,Sedan,2023-11-28
2660,615,15,7,2024-02-13,Website,Contacted,NULL,738892.79,Hatchback,NULL
2661,403,9,2,2023-09-20,Website,Converted,13,402318.67,SUV,2023-11-02
2662,185,5,5,2023-03-06,Website,Open,38,2205441.46,SUV,NULL
2663,606,9,6,2023-03-03,Referral,Converted,48,2271327.00,SUV,2023-04-26
2664,520,12,5,2024-06-19,Email,Open,42,4801917.15,Hatchback,NULL
2665,679,NULL,4,2023-05-06,Referral,Converted,35,3187401.11,SUV,2023-05-15
2666,35,15,3,2022-09-29,Google,Open,24,3243295.67,SUV,NULL
2667,745,12,5,2022-08-03,Website,Qualified,42,2399780.63,SUV,NULL
2668,854,9,2,2022-07-13,Google,Qualified,17,1731458.94,SUV,NULL
2669,648,3,5,2023-12-22,Google,Lost,39,5574710.49,SUV,NULL
2670,1094,15,7,2023-07-03,Google,Contacted,50,2490873.28,SUV,NULL
2671,448,3,1,2024-10-11,Facebook,Lost,4,4074288.42,Hatchback,NULL
2672,506,7,1,2024-11-06,Google,Lost,4,2445296.26,Sedan,NULL
2673,1143,12,4,2024-06-11,Walk-in,Qualified,28,3399909.75,Hatchback,NULL
2674,1081,8,7,2024-04-10,Facebook,Lost,50,5526659.31,SUV,NULL
2675,363,4,7,2022-09-13,Google,Open,54,1516224.77,Luxury,NULL
2676,358,14,4,2024-03-05,Google,Lost,33,5490455.97,SUV,NULL
2677,116,13,4,2024-11-26,Referral,Converted,34,771068.83,SUV,2024-12-31
2678,740,15,8,2024-04-07,Facebook,Lost,NULL,3728343.14,SUV,NULL
2679,621,4,2,2022-12-07,Website,Lost,11,529836.17,SUV,NULL
2680,460,7,3,2023-01-06,Website,Qualified,24,4421465.88,SUV,NULL
2681,302,8,6,2023-01-21,Facebook,Lost,44,426837.23,SUV,NULL
2682,374,NULL,7,2024-09-03,TV,Lost,NULL,4152634.64,SUV,NULL
2683,929,5,7,2024-03-05,TV,Qualified,51,1772298.66,Sedan,NULL
2684,1129,13,8,2024-11-04,Referral,Lost,60,3235896.69,SUV,NULL
2685,1161,6,8,2024-05-03,Email,Open,NULL,1930075.31,Hatchback,NULL
2686,261,NULL,7,2022-02-14,Walk-in,Lost,51,2831119.20,Sedan,NULL
2687,20,5,1,2022-03-26,Walk-in,Contacted,10,3111364.57,SUV,NULL
2688,464,NULL,3,2022-05-06,Google,Converted,25,4342574.25,Hatchback,2022-06-05
2689,983,1,4,2022-07-11,Walk-in,Qualified,28,1792614.89,Hatchback,NULL
2690,574,NULL,6,2022-12-06,Email,Contacted,48,4411119.24,Sedan,NULL
2691,380,NULL,3,2022-12-09,Email,Converted,NULL,4149700.70,Luxury,2022-12-15
2692,906,NULL,8,2022-01-17,Website,Converted,58,760979.56,SUV,2022-02-06
2693,262,9,8,2024-07-14,Walk-in,Lost,57,3277952.63,SUV,NULL
2694,849,1,2,2024-04-28,Facebook,Lost,17,4353525.16,SUV,NULL
2695,778,NULL,3,2022-12-11,Walk-in,Lost,NULL,4169351.55,Hatchback,NULL
2696,1179,7,7,2023-12-14,Website,Open,NULL,5240069.41,SUV,NULL
2697,662,NULL,5,2024-09-01,TV,Qualified,42,5339901.09,SUV,NULL
2698,532,11,8,2022-09-13,Google,Lost,57,2812777.79,SUV,NULL
2699,997,2,5,2023-07-29,Website,Contacted,42,601934.79,Sedan,NULL
2700,897,NULL,2,2022-06-01,Website,Contacted,17,1585696.17,Hatchback,NULL
2701,370,4,7,2022-08-24,Email,Lost,NULL,4704556.31,Hatchback,NULL
2702,466,14,1,2022-12-22,Walk-in,Qualified,4,3778299.91,Hatchback,NULL
2703,1063,8,2,2023-05-17,TV,Contacted,17,1260512.57,SUV,NULL
2704,66,NULL,5,2023-05-11,Walk-in,Open,42,1889435.15,Hatchback,NULL
2705,511,NULL,1,2022-05-27,Referral,Open,NULL,5756428.28,Luxury,NULL
2706,307,NULL,2,2024-07-07,Website,Converted,17,5343511.05,Sedan,2024-08-14
2707,1096,14,1,2022-08-07,Walk-in,Contacted,7,4849412.43,SUV,NULL
2708,551,NULL,8,2024-11-01,Walk-in,Converted,58,2623314.08,Hatchback,2024-12-05
2709,644,15,5,2024-11-16,Facebook,Qualified,39,2321133.00,SUV,NULL
2710,1016,8,7,2023-05-13,Walk-in,Contacted,NULL,2788972.15,Sedan,NULL
2711,1170,NULL,5,2022-11-15,Email,Contacted,42,2883405.14,Sedan,NULL
2712,870,NULL,8,2024-01-12,Website,Converted,57,443413.01,Luxury,2024-02-15
2713,467,NULL,2,2022-05-04,Facebook,Lost,16,5222911.13,Sedan,NULL
2714,12,NULL,8,2024-09-17,Walk-in,Lost,58,1852300.67,Sedan,NULL
2715,647,NULL,2,2023-07-13,TV,Lost,19,4078662.65,SUV,NULL
2716,1156,9,5,2023-11-14,Referral,Qualified,36,713693.93,Sedan,NULL
2717,1139,7,8,2024-05-21,Google,Lost,58,5881814.37,SUV,NULL
2718,1178,13,3,2024-11-24,Website,Lost,24,5043323.52,Luxury,NULL
2719,73,5,4,2022-05-10,Website,Converted,33,1908808.73,Sedan,2022-06-18
2720,293,3,5,2022-04-08,Google,Lost,NULL,2840971.46,Luxury,NULL
2721,861,15,7,2023-06-02,Walk-in,Qualified,50,3505462.26,SUV,NULL
2722,871,9,1,2022-01-10,Website,Contacted,NULL,4644906.25,Sedan,NULL
2723,937,8,8,2024-03-04,Facebook,Lost,60,1546136.41,SUV,NULL
2724,190,8,6,2023-11-19,Walk-in,Qualified,47,4035249.60,SUV,NULL
2725,1035,NULL,7,2022-09-13,Google,Contacted,50,1921892.44,Sedan,NULL
2726,666,11,2,2024-04-03,Google,Lost,19,2413423.53,SUV,NULL
2727,1049,NULL,2,2024-10-11,Google,Lost,17,4183114.88,SUV,NULL
2728,1093,NULL,8,2023-04-06,Facebook,Qualified,56,1523039.61,Luxury,NULL
2729,731,4,6,2022-10-01,Website,Open,48,3574263.22,Hatchback,NULL
2730,1078,13,1,2024-04-07,Website,Lost,NULL,2583748.95,Luxury,NULL
2731,461,NULL,4,2023-10-13,Walk-in,Open,28,2636431.07,SUV,NULL
2732,687,11,8,2023-02-13,Walk-in,Lost,NULL,4092865.41,SUV,NULL
2733,1144,4,5,2022-12-19,Walk-in,Converted,39,5979531.34,SUV,2023-01-11
2734,192,11,3,2024-11-16,Google,Contacted,27,3855825.53,SUV,NULL
2735,192,15,7,2022-03-05,Walk-in,Converted,51,4906755.26,Hatchback,2022-05-03
2736,212,NULL,4,2023-09-20,TV,Lost,33,5787507.81,Hatchback,NULL
2737,1190,15,1,2023-07-29,Walk-in,Open,NULL,3187898.06,Sedan,NULL
2738,1084,14,5,2023-09-02,Website,Lost,42,586877.30,Hatchback,NULL
2739,357,12,2,2023-04-09,Referral,Contacted,19,5458368.90,Luxury,NULL
2740,800,2,5,2024-08-13,Google,Lost,42,980912.97,Sedan,NULL
2741,784,10,2,2023-10-04,Facebook,Qualified,NULL,3307761.46,Sedan,NULL
2742,954,4,2,2023-08-21,Website,Contacted,13,2799056.21,Luxury,NULL
2743,19,7,2,2024-03-06,Email,Contacted,16,5766648.56,Hatchback,NULL
2744,462,13,7,2023-01-08,Website,Lost,50,1547672.93,Sedan,NULL
2745,1154,3,7,2023-02-23,Google,Converted,55,1559940.78,SUV,2023-04-11
2746,344,8,5,2022-03-18,Facebook,Qualified,NULL,4779672.88,Hatchback,NULL
2747,1160,NULL,6,2023-09-20,Website,Lost,NULL,3609904.42,SUV,NULL
2748,652,10,6,2022-05-22,Facebook,Qualified,45,3695739.03,Hatchback,NULL
2749,492,9,8,2024-05-08,Walk-in,Converted,57,1801131.86,SUV,2024-05-20
2750,970,NULL,7,2022-03-21,Google,Qualified,50,4557282.43,SUV,NULL
2751,1045,15,1,2022-11-08,Google,Open,9,4278376.85,SUV,NULL
2752,599,1,3,2024-11-28,Referral,Contacted,24,2699076.49,SUV,NULL
2753,710,NULL,1,2023-06-09,Website,Contacted,9,5545920.20,SUV,NULL
2754,171,9,7,2024-05-05,Facebook,Converted,50,1911148.60,SUV,2024-06-22
2755,106,3,1,2024-08-14,Referral,Open,6,1279741.42,SUV,NULL
2756,461,1,6,2023-04-07,Facebook,Qualified,45,1560119.43,Sedan,NULL
2757,696,NULL,1,2024-01-13,Facebook,Lost,8,3763050.89,SUV,NULL
2758,879,6,5,2022-10-13,Website,Lost,42,683409.18,SUV,NULL
2759,719,8,5,2023-04-11,Facebook,Converted,42,521949.59,SUV,2023-05-22
2760,208,5,4,2023-11-06,Email,Converted,33,1264772.37,SUV,2023-12-09
2761,1172,NULL,1,2023-10-20,Email,Qualified,7,4303453.09,SUV,NULL
2762,999,NULL,2,2022-04-09,Facebook,Lost,17,2306871.66,SUV,NULL
2763,206,4,2,2024-04-25,Email,Lost,13,5575095.03,SUV,NULL
2764,419,4,2,2024-04-03,Website,Contacted,16,1225388.37,Sedan,NULL
2765,327,3,5,2022-01-19,Facebook,Qualified,39,2416674.71,Luxury,NULL
